Cde;Dt;Livraison;Client ID;Produit ID;Qty;Rabais;Mode Livraison
US-2022-114657;16/11/2022;21/11/2022;MH-18115;TEC-MA-10003173;4;0 %;Standard Class
CA-2022-120327;11/11/2022;15/11/2022;WB-21850;OFF-FA-10004854;4;0 %;Standard Class
CA-2022-113572;07/11/2022;11/11/2022;FP-14320;TEC-AC-10002370;4;0 %;Standard Class
CA-2022-144365;24/10/2022;29/10/2022;CS-11950;OFF-FA-10000735;4;0 %;Standard Class
US-2022-111920;22/10/2022;29/10/2022;PS-18970;OFF-AR-10003179;4;0 %;Standard Class
CA-2022-158743;20/10/2022;25/10/2022;IG-15085;OFF-AR-10002257;4;0 %;Standard Class
CA-2022-125388;19/10/2022;24/10/2022;MP-17965;FUR-FU-10004712;4;0 %;Standard Class
CA-2022-151183;14/10/2022;19/10/2022;BK-11260;TEC-AC-10003614;4;0 %;Standard Class
US-2022-136868;06/10/2022;10/10/2022;CR-12820;TEC-AC-10001539;4;0 %;Standard Class
CA-2022-143112;05/10/2022;10/10/2022;TS-21370;TEC-PH-10003095;4;0 %;Standard Class
CA-2022-147564;02/10/2022;07/10/2022;BP-11155;OFF-PA-10004438;4;0 %;Standard Class
CA-2022-142034;24/09/2022;30/09/2022;KB-16240;TEC-AC-10002305;4;0 %;Standard Class
CA-2022-117485;23/09/2022;28/09/2022;BD-11320;TEC-AC-10004659;4;0 %;Standard Class
CA-2022-166317;22/09/2022;29/09/2022;JE-15610;OFF-PA-10004475;4;0 %;Standard Class
CA-2022-133333;18/09/2022;24/09/2022;BF-11020;OFF-PA-10002377;4;0 %;Standard Class
CA-2022-126928;17/09/2022;23/09/2022;GZ-14470;TEC-MA-10004626;4;0 %;Standard Class
US-2022-146213;09/09/2022;14/09/2022;MC-17605;TEC-AC-10001114;4;0 %;Standard Class
CA-2022-107244;07/09/2022;12/09/2022;AG-10390;FUR-FU-10002597;4;0 %;Standard Class
CA-2022-117261;04/09/2022;09/09/2022;TH-21235;OFF-ST-10000419;4;0 %;Standard Class
CA-2022-120761;04/09/2022;10/09/2022;AB-10150;TEC-AC-10000171;4;0 %;Standard Class
CA-2022-137596;02/09/2022;08/09/2022;BE-11335;TEC-PH-10001494;4;0 %;Standard Class
CA-2022-105326;20/08/2022;28/08/2022;KT-16480;OFF-PA-10001639;4;0 %;Standard Class
CA-2022-100433;11/08/2022;18/08/2022;SJ-20125;OFF-PA-10003441;4;0 %;Standard Class
CA-2022-158344;07/08/2022;14/08/2022;CC-12475;TEC-AC-10002006;4;0 %;Standard Class
CA-2022-168172;06/08/2022;14/08/2022;SH-20395;OFF-SU-10002573;4;0 %;Standard Class
US-2022-165869;31/07/2022;06/08/2022;LS-17200;OFF-BI-10003460;4;0 %;Standard Class
CA-2022-103506;23/07/2022;31/07/2022;LR-17035;OFF-LA-10001158;4;0 %;Standard Class
US-2022-123204;21/07/2022;27/07/2022;CS-11860;OFF-AP-10002287;4;0 %;Standard Class
CA-2022-127656;11/07/2022;16/07/2022;NW-18400;OFF-AR-10001166;4;0 %;Standard Class
CA-2022-140480;08/07/2022;18/07/2022;HE-14800;FUR-FU-10003247;4;0 %;Standard Class
CA-2022-139437;03/07/2022;09/07/2022;RD-19585;OFF-ST-10002485;4;0 %;Standard Class
US-2022-148362;01/07/2022;07/07/2022;KF-16285;OFF-ST-10001128;4;0 %;Standard Class
CA-2022-138870;19/06/2022;24/06/2022;GA-14515;FUR-FU-10002396;4;0 %;Standard Class
CA-2022-108441;12/06/2022;19/06/2022;SB-20170;OFF-PA-10000697;4;0 %;Standard Class
CA-2022-106103;10/06/2022;14/06/2022;SC-20305;TEC-AC-10003832;4;0 %;Standard Class
US-2022-146822;09/06/2022;13/06/2022;AG-10675;OFF-PA-10000249;4;0 %;Standard Class
CA-2022-120614;30/05/2022;03/06/2022;SM-20950;OFF-PA-10004911;4;0 %;Standard Class
CA-2022-138975;19/05/2022;25/05/2022;SC-20380;TEC-AC-10003441;4;0 %;Standard Class
CA-2022-127803;19/05/2022;24/05/2022;ND-18460;OFF-BI-10001787;4;0 %;Standard Class
CA-2022-163209;03/05/2022;09/05/2022;MK-18160;OFF-PA-10001166;4;0 %;Standard Class
US-2022-136784;30/04/2022;07/05/2022;AD-10180;OFF-PA-10000675;4;0 %;Standard Class
CA-2022-108070;16/04/2022;23/04/2022;JE-15745;OFF-ST-10004804;4;0 %;Standard Class
CA-2022-112333;08/04/2022;13/04/2022;KF-16285;OFF-ST-10001780;4;0 %;Standard Class
CA-2022-148145;18/03/2022;23/03/2022;SW-20275;OFF-AR-10003752;4;0 %;Standard Class
CA-2022-147291;11/03/2022;16/03/2022;MJ-17740;OFF-BI-10003091;4;0 %;Standard Class
US-2022-133081;11/03/2022;16/03/2022;PV-18985;TEC-AC-10001772;4;0 %;Standard Class
CA-2022-110478;04/03/2022;09/03/2022;SP-20860;OFF-AR-10001573;4;0 %;Standard Class
US-2022-105935;26/01/2022;01/02/2022;BD-11500;FUR-FU-10002157;4;0 %;Standard Class
US-2022-127292;19/01/2022;24/01/2022;RM-19375;OFF-PA-10000157;4;0 %;Standard Class
CA-2022-102197;20/12/2022;24/12/2022;DK-13150;OFF-PA-10001970;5;0 %;Standard Class
CA-2022-143252;18/12/2022;24/12/2022;HE-14800;FUR-FU-10001057;5;0 %;Standard Class
CA-2022-116855;17/12/2022;24/12/2022;AI-10855;FUR-CH-10003846;5;0 %;Standard Class
CA-2022-111808;16/12/2022;20/12/2022;AR-10510;OFF-BI-10004656;5;0 %;Standard Class
CA-2022-153871;11/12/2022;18/12/2022;RB-19435;OFF-BI-10004209;5;0 %;Standard Class
CA-2022-129833;09/12/2022;13/12/2022;HF-14995;OFF-PA-10000575;5;0 %;Standard Class
CA-2022-102659;09/12/2022;13/12/2022;LW-17215;OFF-BI-10000088;5;0 %;Standard Class
CA-2022-117457;08/12/2022;22/12/2022;KH-16510;TEC-AC-10000158;5;0 %;Standard Class
US-2022-107384;04/12/2022;11/12/2022;TP-21130;OFF-AR-10001315;5;0 %;Standard Class
CA-2022-119305;30/11/2022;04/12/2022;SW-20275;OFF-ST-10000604;5;0 %;Standard Class
CA-2022-131303;28/11/2022;03/12/2022;EP-13915;OFF-LA-10001074;5;0 %;Standard Class
CA-2022-101245;27/11/2022;02/12/2022;LW-16990;OFF-PA-10003129;5;0 %;Standard Class
CA-2022-104913;18/11/2022;23/11/2022;DK-13090;TEC-PH-10000923;5;0 %;Standard Class
US-2022-128447;10/11/2022;14/11/2022;MC-17845;OFF-AP-10004540;5;0 %;Standard Class
CA-2022-116225;05/11/2022;12/11/2022;SV-20935;TEC-AC-10001432;5;0 %;Standard Class
US-2022-115609;02/11/2022;07/11/2022;CS-12505;OFF-AP-10003040;5;0 %;Standard Class
CA-2022-164049;02/11/2022;07/11/2022;KH-16630;OFF-PA-10000791;5;0 %;Standard Class
CA-2022-162173;26/10/2022;02/11/2022;OT-18730;FUR-TA-10001520;5;0 %;Standard Class
CA-2022-158386;16/10/2022;22/10/2022;BO-11425;OFF-BI-10003719;5;0 %;Standard Class
CA-2022-142643;15/10/2022;21/10/2022;DL-13495;OFF-LA-10003510;5;0 %;Standard Class
CA-2022-168655;12/10/2022;18/10/2022;ML-18040;TEC-AC-10002842;5;0 %;Standard Class
US-2022-139577;01/10/2022;08/10/2022;TN-21040;TEC-AC-10004708;5;0 %;Standard Class
CA-2022-116939;25/09/2022;30/09/2022;AG-10900;OFF-ST-10001476;5;0 %;Standard Class
CA-2022-102967;22/09/2022;26/09/2022;MG-17890;OFF-ST-10001590;5;0 %;Standard Class
US-2022-148866;19/09/2022;23/09/2022;JM-15535;OFF-PA-10004782;5;0 %;Standard Class
CA-2022-102974;19/09/2022;24/09/2022;DP-13105;TEC-AC-10000057;5;0 %;Standard Class
CA-2022-139787;19/09/2022;24/09/2022;JP-16135;OFF-AR-10002445;5;0 %;Standard Class
CA-2022-130715;16/09/2022;21/09/2022;CY-12745;OFF-FA-10000621;5;0 %;Standard Class
CA-2022-124205;15/09/2022;20/09/2022;TC-21145;FUR-FU-10002445;5;0 %;Standard Class
US-2022-152898;11/09/2022;16/09/2022;CB-12025;OFF-AP-10000027;5;0 %;Standard Class
CA-2022-123001;02/09/2022;09/09/2022;AW-10840;OFF-AR-10001919;5;0 %;Standard Class
CA-2022-112956;21/08/2022;28/08/2022;TH-21550;OFF-PA-10000357;5;0 %;Standard Class
CA-2022-115175;07/08/2022;14/08/2022;MC-17575;OFF-PA-10001878;5;0 %;Standard Class
CA-2022-151981;06/08/2022;18/08/2022;GM-14455;TEC-PH-10003601;5;0 %;Standard Class
CA-2022-141103;30/07/2022;08/08/2022;JF-15355;TEC-PH-10003589;5;0 %;Standard Class
US-2022-167318;26/07/2022;02/08/2022;GZ-14545;TEC-AC-10003870;5;0 %;Standard Class
CA-2022-162020;11/07/2022;16/07/2022;KB-16240;TEC-AC-10003832;5;0 %;Standard Class
CA-2022-121083;09/07/2022;21/07/2022;JF-15190;OFF-PA-10001497;5;0 %;Standard Class
CA-2022-145128;09/07/2022;18/07/2022;SM-20320;FUR-FU-10000293;5;0 %;Standard Class
US-2022-113201;30/06/2022;04/07/2022;TT-21220;OFF-PA-10000675;5;0 %;Standard Class
CA-2022-157091;26/06/2022;01/07/2022;DB-13405;FUR-FU-10000293;5;0 %;Standard Class
CA-2022-124744;21/06/2022;25/06/2022;EH-14125;OFF-BI-10002852;5;0 %;Standard Class
US-2022-135986;20/06/2022;24/06/2022;PG-18895;OFF-PA-10001534;5;0 %;Standard Class
CA-2022-132934;20/06/2022;25/06/2022;JE-15475;TEC-AC-10000927;5;0 %;Standard Class
CA-2022-165323;17/06/2022;22/06/2022;SR-20740;TEC-MA-10003673;5;0 %;Standard Class
CA-2022-167080;10/06/2022;14/06/2022;LC-16930;OFF-AR-10001868;5;0 %;Standard Class
CA-2022-145772;03/06/2022;08/06/2022;SS-20140;TEC-AC-10003038;5;0 %;Standard Class
CA-2022-146493;01/06/2022;06/06/2022;CV-12805;OFF-BI-10003676;5;0 %;Standard Class
CA-2022-144568;29/05/2022;04/06/2022;JO-15550;OFF-FA-10004395;5;0 %;Standard Class
CA-2022-136882;27/05/2022;01/06/2022;DN-13690;FUR-FU-10003664;5;0 %;Standard Class
CA-2022-167899;21/05/2022;28/05/2022;JG-15805;FUR-FU-10004071;5;0 %;Standard Class
CA-2022-104577;12/05/2022;16/05/2022;CK-12205;OFF-PA-10000659;5;0 %;Standard Class
CA-2022-141733;07/05/2022;14/05/2022;RW-19540;FUR-CH-10004086;5;0 %;Standard Class
CA-2022-147844;02/05/2022;08/05/2022;DD-13570;OFF-PA-10003016;5;0 %;Standard Class
CA-2022-110212;01/05/2022;07/05/2022;SJ-20125;TEC-AC-10002331;5;0 %;Standard Class
CA-2022-127117;14/04/2022;18/04/2022;HM-14860;FUR-FU-10004018;5;0 %;Standard Class
CA-2022-166128;11/04/2022;15/04/2022;LW-17215;TEC-AC-10001767;5;0 %;Standard Class
CA-2022-150987;08/04/2022;13/04/2022;AH-10120;OFF-PA-10001878;5;0 %;Standard Class
CA-2022-102771;31/03/2022;05/04/2022;DO-13435;TEC-PH-10001536;5;0 %;Standard Class
CA-2022-105193;25/03/2022;30/03/2022;JL-15835;OFF-AR-10001547;5;0 %;Standard Class
CA-2022-169285;21/03/2022;25/03/2022;RW-19690;OFF-PA-10004071;5;0 %;Standard Class
CA-2022-143084;18/03/2022;23/03/2022;BP-11050;OFF-AR-10002766;5;0 %;Standard Class
CA-2022-121804;03/03/2022;07/03/2022;LP-17095;OFF-AP-10004859;5;0 %;Standard Class
CA-2022-136007;23/02/2022;27/02/2022;AC-10615;OFF-FA-10002701;5;0 %;Standard Class
CA-2022-145807;09/02/2022;13/02/2022;SB-20170;OFF-ST-10001370;5;0 %;Standard Class
CA-2022-154102;06/02/2022;12/02/2022;SN-20560;OFF-PA-10001593;5;0 %;Standard Class
CA-2022-107517;05/02/2022;13/02/2022;FC-14335;OFF-AP-10000275;5;0 %;Standard Class
US-2022-147984;28/01/2022;01/02/2022;GB-14575;OFF-PA-10000806;5;0 %;Standard Class
CA-2022-127432;22/01/2022;30/01/2022;AD-10180;TEC-CO-10003236;5;0 %;Standard Class
CA-2022-127026;21/01/2022;28/01/2022;MH-18115;OFF-BI-10000546;5;0 %;Standard Class
CA-2022-144589;20/01/2022;25/01/2022;TM-21010;OFF-AR-10003631;5;0 %;Standard Class
CA-2022-160934;15/01/2022;22/01/2022;TT-21460;OFF-AR-10003504;5;0 %;Standard Class
CA-2022-149076;14/01/2022;19/01/2022;SO-20335;OFF-PA-10000483;;0 %;Standard Class
CA-2022-113278;14/01/2022;19/01/2022;HR-14770;OFF-ST-10001590;5;0 %;Standard Class
CA-2022-108756;25/12/2022;30/12/2022;PO-18865;TEC-AC-10003237;3;0 %;Standard Class
CA-2022-148355;24/12/2022;01/01/2023;NC-18535;OFF-PA-10001972;3;0 %;Standard Class
CA-2022-124296;24/12/2022;30/12/2022;CS-12355;TEC-MA-10003183;3;0 %;Standard Class
CA-2022-117933;24/12/2022;30/12/2022;RF-19840;OFF-AP-10004249;3;0 %;Standard Class
CA-2022-127929;23/12/2022;27/12/2022;FM-14215;FUR-FU-10003708;3;0 %;Standard Class
CA-2022-115931;22/12/2022;28/12/2022;JM-15655;OFF-AR-10000369;3;0 %;Standard Class
CA-2022-155376;22/12/2022;27/12/2022;SG-20080;OFF-AP-10001058;3;0 %;Standard Class
CA-2022-165841;21/12/2022;26/12/2022;DB-13210;TEC-PH-10002103;3;0 %;Standard Class
CA-2022-163405;21/12/2022;25/12/2022;BN-11515;OFF-AR-10003811;3;0 %;Standard Class
CA-2022-130309;17/12/2022;24/12/2022;GB-14575;OFF-ST-10003208;3;0 %;Standard Class
CA-2022-154116;15/12/2022;20/12/2022;KM-16660;OFF-PA-10004569;3;0 %;Standard Class
CA-2022-119564;15/12/2022;19/12/2022;PL-18925;FUR-FU-10003096;3;0 %;Standard Class
CA-2022-169859;14/12/2022;18/12/2022;MP-18175;FUR-FU-10004963;3;0 %;Standard Class
CA-2022-122770;13/12/2022;17/12/2022;EP-13915;OFF-LA-10004559;3;0 %;Standard Class
CA-2022-129581;11/12/2022;16/12/2022;KN-16390;TEC-PH-10001527;3;0 %;Standard Class
CA-2022-139199;09/12/2022;14/12/2022;DK-12835;FUR-CH-10000847;3;0 %;Standard Class
CA-2022-117324;08/12/2022;13/12/2022;JP-15520;TEC-AC-10003023;;0 %;Standard Class
CA-2022-105235;05/12/2022;09/12/2022;SM-20950;FUR-FU-10001487;3;0 %;Standard Class
CA-2022-143245;01/12/2022;06/12/2022;AD-10180;OFF-PA-10001972;3;0 %;Standard Class
CA-2022-165029;26/11/2022;02/12/2022;AH-10075;OFF-AR-10003504;3;0 %;Standard Class
CA-2022-141439;26/11/2022;03/12/2022;TT-21460;FUR-TA-10001039;3;0 %;Standard Class
CA-2022-168858;19/11/2022;26/11/2022;JD-16150;OFF-EN-10001415;3;0 %;Standard Class
CA-2022-166709;17/11/2022;21/11/2022;HL-15040;TEC-CO-10004722;3;0 %;Standard Class
CA-2022-157448;16/11/2022;20/11/2022;LC-16885;FUR-FU-10003268;3;0 %;Standard Class
CA-2022-122945;16/11/2022;20/11/2022;MB-18085;FUR-FU-10001196;3;0 %;Standard Class
CA-2022-143217;11/11/2022;15/11/2022;CG-12040;OFF-BI-10002949;3;0 %;Standard Class
CA-2022-107720;06/11/2022;11/11/2022;VM-21685;OFF-ST-10001414;3;0 %;Standard Class
CA-2022-143329;03/11/2022;08/11/2022;DL-13330;FUR-FU-10000629;3;0 %;Standard Class
CA-2022-126046;03/11/2022;08/11/2022;JC-16105;OFF-LA-10004484;3;0 %;Standard Class
CA-2022-116358;02/11/2022;06/11/2022;KM-16225;OFF-FA-10003495;3;0 %;Standard Class
CA-2022-168179;02/11/2022;07/11/2022;JB-16000;OFF-PA-10001800;3;0 %;Standard Class
CA-2022-160661;28/10/2022;01/11/2022;SA-20830;OFF-LA-10002475;3;0 %;Standard Class
CA-2022-154949;15/10/2022;21/10/2022;MC-17275;OFF-LA-10002034;3;0 %;Standard Class
CA-2022-150091;12/10/2022;16/10/2022;NP-18670;TEC-AC-10002167;3;0 %;Standard Class
CA-2022-118577;06/10/2022;11/10/2022;XP-21865;OFF-PA-10001357;3;0 %;Standard Class
CA-2022-101308;02/10/2022;07/10/2022;FG-14260;OFF-FA-10002780;3;0 %;Standard Class
CA-2022-126074;02/10/2022;12/10/2022;RF-19735;OFF-BI-10003638;3;0 %;Standard Class
CA-2022-128335;29/09/2022;03/10/2022;JA-15970;OFF-EN-10001539;3;0 %;Standard Class
CA-2022-101574;28/09/2022;02/10/2022;BD-11725;FUR-FU-10001706;3;0 %;Standard Class
US-2022-103226;22/09/2022;26/09/2022;DW-13195;OFF-PA-10002666;3;0 %;Standard Class
CA-2022-148068;18/09/2022;23/09/2022;MM-18280;OFF-PA-10001639;3;0 %;Standard Class
CA-2022-106180;18/09/2022;24/09/2022;SH-19975;OFF-AR-10000940;3;0 %;Standard Class
CA-2022-134418;15/09/2022;20/09/2022;GM-14500;OFF-AR-10004441;3;0 %;Standard Class
CA-2022-100825;09/09/2022;14/09/2022;KD-16495;OFF-ST-10003123;3;0 %;Standard Class
CA-2022-103877;07/09/2022;12/09/2022;RD-19660;OFF-BI-10003650;3;0 %;Standard Class
US-2022-129441;07/09/2022;12/09/2022;JC-15340;FUR-FU-10000448;3;0 %;Standard Class
CA-2022-146983;02/09/2022;06/09/2022;AH-10210;OFF-BI-10003650;3;0 %;Standard Class
CA-2022-110380;02/09/2022;06/09/2022;PF-19225;OFF-AR-10000422;3;0 %;Standard Class
CA-2022-132619;31/08/2022;06/09/2022;MS-17770;OFF-ST-10001511;3;0 %;Standard Class
CA-2022-101014;29/08/2022;03/09/2022;RW-19540;FUR-FU-10003374;3;0 %;Standard Class
US-2022-169502;28/08/2022;04/09/2022;MG-17650;OFF-SU-10004115;3;0 %;Standard Class
CA-2022-119011;20/08/2022;27/08/2022;LR-17035;OFF-SU-10004768;3;0 %;Standard Class
CA-2022-115777;19/08/2022;24/08/2022;DO-13645;OFF-PA-10000552;3;0 %;Standard Class
CA-2022-151211;17/08/2022;24/08/2022;AH-10120;OFF-BI-10002735;3;0 %;Standard Class
US-2022-113852;29/07/2022;04/08/2022;GW-14605;TEC-AC-10003027;3;0 %;Standard Class
CA-2022-109750;22/07/2022;29/07/2022;FH-14365;TEC-PH-10000702;3;0 %;Standard Class
CA-2022-166142;15/07/2022;21/07/2022;MM-17260;OFF-BI-10004094;3;0 %;Standard Class
CA-2022-164959;11/07/2022;16/07/2022;KN-16390;OFF-LA-10004272;3;0 %;Standard Class
CA-2022-169012;10/07/2022;18/07/2022;BF-11275;OFF-AP-10003278;3;0 %;Standard Class
CA-2022-138464;08/07/2022;14/07/2022;VF-21715;FUR-FU-10003142;3;0 %;Standard Class
CA-2022-134306;08/07/2022;14/07/2022;TD-20995;OFF-AR-10004027;3;0 %;Standard Class
CA-2022-106824;07/07/2022;13/07/2022;AT-10735;OFF-FA-10001135;3;0 %;Standard Class
CA-2022-169124;03/07/2022;09/07/2022;MB-17305;FUR-FU-10001215;3;0 %;Standard Class
CA-2022-147039;29/06/2022;04/07/2022;AA-10315;OFF-AP-10000576;3;0 %;Standard Class
CA-2022-151190;27/06/2022;02/07/2022;GT-14710;OFF-PA-10000575;3;0 %;Standard Class
CA-2022-100636;26/06/2022;01/07/2022;DO-13435;OFF-ST-10004123;3;0 %;Standard Class
CA-2022-163531;26/06/2022;01/07/2022;SC-20725;TEC-PH-10001425;3;0 %;Standard Class
CA-2022-132955;24/06/2022;28/06/2022;SC-20575;OFF-BI-10002735;3;0 %;Standard Class
CA-2022-101434;20/06/2022;24/06/2022;TR-21325;TEC-AC-10002402;3;0 %;Standard Class
CA-2022-148474;12/06/2022;18/06/2022;ME-17320;OFF-BI-10000977;3;0 %;Standard Class
CA-2022-158106;04/06/2022;10/06/2022;CT-11995;OFF-AR-10002255;3;0 %;Standard Class
CA-2022-130106;22/05/2022;28/05/2022;VF-21715;OFF-AR-10003651;3;0 %;Standard Class
CA-2022-115546;14/05/2022;21/05/2022;AH-10465;TEC-PH-10002834;3;0 %;Standard Class
CA-2022-160724;05/05/2022;09/05/2022;YS-21880;OFF-BI-10004965;3;0 %;Standard Class
CA-2022-123134;02/05/2022;06/05/2022;DW-13585;FUR-FU-10003975;3;0 %;Standard Class
CA-2022-143665;26/04/2022;01/05/2022;PO-19180;OFF-PA-10003673;3;0 %;Standard Class
CA-2022-120222;25/04/2022;30/04/2022;LL-16840;OFF-PA-10004675;3;0 %;Standard Class
CA-2022-146192;22/04/2022;27/04/2022;BD-11725;OFF-ST-10003716;3;0 %;Standard Class
CA-2022-128965;17/04/2022;24/04/2022;PS-18760;OFF-PA-10004911;3;0 %;Standard Class
US-2022-138086;16/04/2022;23/04/2022;JO-15550;OFF-AP-10000027;3;0 %;Standard Class
CA-2022-107265;06/04/2022;10/04/2022;ML-17755;OFF-PA-10000474;3;0 %;Standard Class
US-2022-123281;02/04/2022;08/04/2022;JF-15190;FUR-FU-10003724;3;0 %;Standard Class
CA-2022-145275;02/04/2022;09/04/2022;AH-10465;OFF-LA-10001569;3;0 %;Standard Class
US-2022-160143;31/03/2022;04/04/2022;HG-14965;OFF-SU-10004231;3;0 %;Standard Class
CA-2022-162033;26/03/2022;02/04/2022;EM-14200;TEC-AC-10003116;3;0 %;Standard Class
CA-2022-113208;26/03/2022;02/04/2022;ML-18040;FUR-FU-10004245;3;0 %;Standard Class
CA-2022-107713;13/03/2022;18/03/2022;JB-16000;OFF-BI-10002026;3;0 %;Standard Class
CA-2022-166296;13/03/2022;18/03/2022;KF-16285;OFF-PA-10004359;3;0 %;Standard Class
CA-2022-116288;12/03/2022;18/03/2022;BS-11380;OFF-ST-10000736;3;0 %;Standard Class
CA-2022-136672;07/03/2022;12/03/2022;MG-17890;TEC-AC-10004510;3;0 %;Standard Class
CA-2022-104885;02/03/2022;06/03/2022;DB-13555;OFF-AR-10001615;3;0 %;Standard Class
CA-2022-166415;19/02/2022;26/02/2022;ME-17725;OFF-FA-10004968;3;0 %;Standard Class
CA-2022-120019;16/02/2022;21/02/2022;NG-18355;OFF-ST-10001932;3;0 %;Standard Class
CA-2022-104906;13/02/2022;18/02/2022;JP-15460;OFF-PA-10001184;3;0 %;Standard Class
CA-2022-151176;13/02/2022;18/02/2022;SV-20785;OFF-SU-10001165;3;0 %;Standard Class
CA-2022-104801;13/02/2022;19/02/2022;FH-14350;OFF-AR-10001547;3;0 %;Standard Class
CA-2022-169474;04/02/2022;08/02/2022;JF-15355;OFF-AP-10003971;3;0 %;Standard Class
CA-2022-139304;29/01/2022;05/02/2022;VG-21790;OFF-AR-10001216;3;0 %;Standard Class
US-2022-104437;27/01/2022;01/02/2022;TG-21310;TEC-PH-10000193;;0 %;Standard Class
CA-2022-104619;24/01/2022;29/01/2022;KD-16495;OFF-AP-10001492;3;0 %;Standard Class
CA-2022-119669;24/01/2022;29/01/2022;TP-21130;OFF-FA-10000053;3;0 %;Standard Class
CA-2022-131954;21/01/2022;26/01/2022;DS-13030;OFF-ST-10000736;3;0 %;Standard Class
CA-2022-146780;25/12/2022;30/12/2022;CV-12805;FUR-FU-10001934;2;0 %;Standard Class
CA-2022-110625;23/12/2022;28/12/2022;JB-16045;FUR-FU-10001473;2;0 %;Standard Class
CA-2022-146164;22/12/2022;26/12/2022;CM-12190;FUR-TA-10004915;;0 %;Standard Class
CA-2022-100412;22/12/2022;27/12/2022;SR-20425;FUR-CH-10002647;2;0 %;Standard Class
CA-2022-144827;21/12/2022;25/12/2022;SE-20110;OFF-ST-10004340;2;0 %;Standard Class
CA-2022-158736;18/12/2022;24/12/2022;TT-21460;OFF-AR-10002578;2;non;Standard Class
CA-2022-105886;18/12/2022;24/12/2022;DB-13660;FUR-FU-10001037;2;0 %;Standard Class
CA-2022-103443;17/12/2022;23/12/2022;AT-10735;OFF-ST-10002276;2;0 %;Standard Class
CA-2022-155362;17/12/2022;23/12/2022;DP-13105;OFF-ST-10001031;2;0 %;Standard Class
CA-2022-151799;14/12/2022;20/12/2022;BF-11170;TEC-CO-10002313;2;0 %;Standard Class
US-2022-135503;10/12/2022;17/12/2022;JE-16165;FUR-FU-10002364;2;0 %;Standard Class
CA-2022-101665;25/11/2022;30/11/2022;TZ-21580;OFF-AR-10002335;2;0 %;Standard Class
CA-2022-103380;21/11/2022;26/11/2022;BF-11005;OFF-ST-10003442;2;0 %;Standard Class
CA-2022-154123;20/11/2022;25/11/2022;SC-20050;FUR-FU-10000629;2;0 %;Standard Class
CA-2022-165687;17/11/2022;21/11/2022;CS-12355;OFF-AP-10004036;2;0 %;Standard Class
CA-2022-164364;12/11/2022;19/11/2022;CS-12355;OFF-LA-10004853;2;0 %;Standard Class
CA-2022-160514;12/11/2022;19/11/2022;DB-13120;OFF-PA-10002479;2;0 %;Standard Class
CA-2022-159597;09/11/2022;13/11/2022;MC-17590;OFF-ST-10002289;2;0 %;Standard Class
CA-2022-100013;06/11/2022;12/11/2022;ZC-21910;OFF-EN-10001219;2;0 %;Standard Class
CA-2022-157196;05/11/2022;12/11/2022;AA-10645;OFF-PA-10003172;2;0 %;Standard Class
CA-2022-159135;04/11/2022;08/11/2022;KM-16375;OFF-AR-10000657;2;0 %;Standard Class
CA-2022-121615;03/11/2022;08/11/2022;DL-12925;OFF-PA-10000327;2;0 %;Standard Class
CA-2022-169005;02/11/2022;06/11/2022;BG-11035;OFF-AR-10000246;2;0 %;Standard Class
CA-2022-139661;30/10/2022;04/11/2022;JW-15220;FUR-FU-10002885;2;0 %;Standard Class
CA-2022-139913;23/10/2022;01/11/2022;JC-16105;OFF-PA-10003739;2;0 %;Standard Class
CA-2022-100237;15/10/2022;21/10/2022;SV-20815;OFF-AR-10001761;2;0 %;Standard Class
CA-2022-152709;07/10/2022;12/10/2022;DB-13210;OFF-ST-10001837;2;0 %;Standard Class
US-2022-148054;06/10/2022;11/10/2022;NZ-18565;FUR-FU-10003247;2;0 %;Standard Class
CA-2022-137414;02/10/2022;09/10/2022;CM-12115;FUR-FU-10001424;2;0 %;Standard Class
CA-2022-162481;25/09/2022;01/10/2022;CT-11995;OFF-BI-10002976;2;0 %;Standard Class
CA-2022-144904;25/09/2022;30/09/2022;KW-16435;OFF-LA-10001158;2;0 %;Standard Class
CA-2022-161970;22/09/2022;26/09/2022;PB-19105;OFF-PA-10004255;2;0 %;Standard Class
CA-2022-117009;22/09/2022;27/09/2022;BK-11260;OFF-SU-10001218;2;0 %;Standard Class
CA-2022-139822;15/09/2022;19/09/2022;Dp-13240;OFF-ST-10000943;2;0 %;Standard Class
CA-2022-108931;14/09/2022;18/09/2022;HZ-14950;OFF-PA-10002741;2;0 %;Standard Class
US-2022-159562;09/09/2022;13/09/2022;JB-16000;OFF-EN-10000461;2;0 %;Standard Class
CA-2022-147410;04/09/2022;10/09/2022;EJ-14155;OFF-ST-10003805;2;0 %;Standard Class
CA-2022-161823;03/09/2022;10/09/2022;AG-10300;OFF-AR-10002053;2;0 %;Standard Class
CA-2022-157987;02/09/2022;16/09/2022;AC-10615;OFF-AR-10000658;2;0 %;Standard Class
CA-2022-117198;31/08/2022;06/09/2022;BG-11035;TEC-AC-10003033;2;0 %;Standard Class
CA-2022-128475;26/08/2022;01/09/2022;SC-20680;TEC-AC-10000158;2;0 %;Standard Class
CA-2022-121027;18/08/2022;24/08/2022;HW-14935;TEC-AC-10002049;2;0 %;Standard Class
CA-2022-151358;18/08/2022;24/08/2022;NF-18595;OFF-ST-10000046;2;0 %;Standard Class
